run	success	duration	cost	LI__ICGIM_Vmax	LI__ICGIM_Km	LI__ICGLI2CA_Vmax	LI__ICGLI2CA_Km	LI__ICGLI2BI_Vmax	message	x	x0
129	True	8.753050088882446	26.483815449582767	0.02015236142189189	0.012387477005642257	0.0006442815909325451	0.15749250275686733	0.0007900654405254605	`xtol` termination condition is satisfied.	[0.02015236 0.01238748 0.00064428 0.1574925  0.00079007]	"[1.74830141e+01 1.31228999e-04 5.09794871e-03 2.56665167e+00
 1.16588356e-02]"
211	True	11.54958462715149	26.52734836551752	0.022611672988124443	0.013999366850072914	0.000659755556784588	0.16139927677283775	0.0007777546816240587	`xtol` termination condition is satisfied.	[0.02261167 0.01399937 0.00065976 0.16139928 0.00077775]	"[1.43873978e-03 2.37718199e-02 2.31243270e-01 1.30055353e-03
 2.70002572e-05]"
80	True	11.452662706375122	26.532822060709808	0.022733540544190613	0.014084251263315455	0.0006945880873141474	0.1718071762761516	0.0007649534480988641	`xtol` termination condition is satisfied.	[0.02273354 0.01408425 0.00069459 0.17180718 0.00076495]	"[5.93599195e-03 1.76585594e-04 1.10982791e-03 8.91824944e+01
 2.77331178e-03]"
28	True	11.178897142410278	26.541842393429896	0.022928870203468562	0.014206476392435483	0.0006313641027094174	0.15446876821549693	0.0007986146924602836	`xtol` termination condition is satisfied.	[0.02292887 0.01420648 0.00063136 0.15446877 0.00079861]	"[2.58720622e-04 1.24396974e-02 9.37377636e-03 1.20626482e+01
 1.70108914e+00]"
191	True	14.411329507827759	26.563248029867694	0.02373213572523449	0.01473356435768448	0.0005866806308654472	0.14107281241792743	0.0008080610935901483	`ftol` termination condition is satisfied.	[0.02373214 0.01473356 0.00058668 0.14107281 0.00080806]	"[2.06828851e-03 6.80455862e-04 3.15754956e-03 6.78235580e+01
 3.92627852e-01]"
14	True	14.055555582046509	26.566835775244716	0.02150657753118006	0.013274732463387267	0.000468294395920958	0.10309486505713897	0.0007607397252166564	`xtol` termination condition is satisfied.	[0.02150658 0.01327473 0.00046829 0.10309487 0.00076074]	"[1.07518499e-04 2.14580063e-02 2.35122311e-03 2.46568411e-01
 6.41168866e+00]"
127	True	11.248724699020386	26.59465502931462	0.02392544251138518	0.014864851359543909	0.0005185829084381989	0.12218323935936119	0.0008350106562272134	`xtol` termination condition is satisfied.	[0.02392544 0.01486485 0.00051858 0.12218324 0.00083501]	"[1.01640093e-02 1.42409234e-03 1.17921061e-04 3.01033600e+02
 2.25703779e-01]"
214	True	11.768373489379883	26.633936537849433	0.02548174297760657	0.015877652700798748	0.0008362251889286109	0.2105413536218607	0.0007395165553223369	`xtol` termination condition is satisfied.	[0.02548174 0.01587765 0.00083623 0.21054135 0.00073952]	"[1.99542585e+01 3.52966622e-04 1.81468895e-02 5.80910837e+00
 3.80421779e-03]"
69	True	18.817522287368774	26.633996878812844	0.024761285868312936	0.015407871081806183	0.0009188941306100982	0.23327351275391678	0.0007233397526737512	`xtol` termination condition is satisfied.	[0.02476129 0.01540787 0.00091889 0.23327351 0.00072334]	"[1.24075841e-04 1.90727100e-04 4.04467501e-01 3.84038678e+02
 3.64225738e-01]"
141	True	9.74090027809143	26.642491951654723	0.022725306873200013	0.014080902970587847	0.0004288948430434986	0.09525549591709195	0.0008253722138178719	`xtol` termination condition is satisfied.	[0.02272531 0.0140809  0.00042889 0.0952555  0.00082537]	"[3.40078850e+01 1.76311157e-04 2.06722421e-04 2.55053345e-01
 1.99867950e-01]"
184	True	10.783023595809937	26.643813020582574	0.018841121105286157	0.011525562482492013	0.00040086137807876894	0.08755420874557211	0.0008622089803609273	`xtol` termination condition is satisfied.	[0.01884112 0.01152556 0.00040086 0.08755421 0.00086221]	"[4.24765337e-02 1.83487432e-04 3.74307676e-04 3.85779397e+00
 1.63047919e-04]"
